time,sensor1,sensor2
1558657360.394106,19.27497386932373,0.0
1558657360.431029,19.56937313079834,0.0
1558657360.467798,19.22590732574463,0.0
1558657360.504496,19.446706771850586,0.0
1558657360.54135,18.72706413269043,0.0
1558657360.578228,19.172751903533936,0.0
1558657360.614946,19.15639638900757,0.0
1558657360.651143,19.172751903533936,0.0
1558657360.687412,19.017374515533447,0.0
1558657360.723406,18.31817626953125,0.0
1558657360.758806,18.641197681427002,0.0
1558657360.794922,18.763864040374756,0.0
1558657360.830441,18.915152549743652,0.0
1558657360.866672,18.74750852584839,0.0
1558657360.902076,18.538975715637207,0.0
1558657360.93843,18.17915439605713,0.0
1558657360.974036,18.608486652374268,0.0
1558657361.00981,18.968307971954346,0.0
1558657361.045953,18.330442905426025,0.0
1558657361.081565,18.79657506942749,0.0
1558657361.117138,18.677997589111328,0.0
1558657361.152568,18.58804225921631,0.0
1558657361.189004,18.608486652374268,0.0
1558657361.224547,18.232309818267822,0.0
1558657361.261628,18.265020847320557,0.0
1558657361.299962,18.74750852584839,0.0
1558657361.33723,17.852044105529785,0.0
1558657361.374453,18.007421493530273,0.0
1558657361.413084,18.38359832763672,0.0
1558657361.450409,18.95195245742798,0.0
1558657361.488741,19.172751903533936,0.0
1558657361.525792,18.16279888153076,0.0
1558657361.564844,18.677997589111328,0.0
1558657361.603755,18.812930583953857,0.0
1558657361.640642,18.73115301132202,0.0
1558657361.679028,19.49986219406128,0.0
1558657361.716799,18.780219554901123,0.0
1558657361.755618,19.193196296691895,0.0
1558657361.79296,18.919241428375244,0.0
1558657361.830903,19.565284252166748,0.0
1558657361.868817,20.170438289642334,0.0
1558657361.906214,19.54892873764038,0.0
1558657361.945439,20.11319398880005,0.0
1558657361.983125,21.217191219329834,0.0
1558657362.021076,20.68154811859131,0.0
1558657362.060306,23.155319690704346,0.0
1558657362.099471,21.52385711669922,0.0
1558657362.137917,22.243499755859375,0.0
1558657362.176164,21.71194553375244,0.0
1558657362.215527,22.313010692596436,0.0
1558657362.253032,23.25345277786255,0.0
1558657362.292635,23.16758632659912,0.0
1558657362.331631,23.82180690765381,0.0
1558657362.370726,25.43691396713257,0.0
1558657362.410105,24.34927225112915,0.0
1558657362.449663,24.43922758102417,0.0
1558657362.487715,24.5741605758667,0.0
1558657362.52595,25.244736671447754,0.0
1558657362.565448,25.293803215026855,0.0
1558657362.604628,25.931668281555176,0.0
1558657362.643768,26.495933532714844,0.0
1558657362.68295,26.7167329788208,0.0
1558657362.721186,27.027487754821777,0.0
1558657362.760846,25.878512859344482,0.0
1558657362.800362,28.12739610671997,0.0
1558657362.839765,28.348195552825928,0.0
1558657362.87976,28.74072790145874,0.0
1558657362.919309,29.636192321777344,0.0
1558657362.959079,29.893791675567627,0.0
1558657362.997579,30.408990383148193,0.0
1558657363.038225,31.075477600097656,0.0
1558657363.078082,31.574320793151855,0.0
1558657363.125176,36.49324178695679,0.0
1558657363.164734,32.44525194168091,0.0
1558657363.204213,32.63742923736572,0.0
1558657363.243685,33.18533897399902,0.0
1558657363.283123,33.49200487136841,0.0
1558657363.322854,34.1952919960022,0.0
1558657363.362525,34.301602840423584,0.0
1558657363.401938,34.780001640319824,0.0
1558657363.441694,34.88631248474121,0.0
1558657363.481309,35.56915521621704,0.0
1558657363.520968,36.06390953063965,0.0
1558657363.560881,34.52240228652954,0.0
1558657363.600883,35.262489318847656,0.0
1558657363.640816,35.48328876495361,0.0
1558657363.680929,36.75493001937866,0.0
1558657363.720839,40.36949872970581,0.0
1558657363.760902,36.70177459716797,0.0
1558657363.801065,35.65093278884888,0.0
1558657363.841089,39.171457290649414,0.0
1558657363.880914,35.49964427947998,0.0
1558657363.921042,39.73572254180908,0.0
1558657363.960934,40.062832832336426,0.0
1558657364.00099,42.225849628448486,0.0
1558657364.040905,41.19545221328735,0.0
1558657364.080877,41.45305156707764,0.0
1558657364.120916,42.47936010360718,0.0
1558657364.16097,41.50211811065674,0.0
1558657364.200976,42.05411672592163,0.0
1558657364.240994,42.80647039413452,0.0
1558657364.281122,42.75740385055542,0.0
1558657364.321043,43.23580265045166,0.0
1558657364.361385,43.80006790161133,0.0
1558657364.401487,45.088064670562744,0.0
1558657364.441818,44.728243350982666,0.0
1558657364.482151,45.705485343933105,0.0
1558657364.522349,46.26975059509277,0.0
1558657364.562638,46.87081575393677,0.0
1558657364.602931,47.48823642730713,0.0
1558657364.641639,48.845744132995605,0.0
1558657364.682067,49.90885257720947,0.0
1558657364.722304,49.85569715499878,0.0
1558657364.763034,51.0905385017395,0.0
1558657364.803465,50.730717182159424,0.0
1558657364.84413,51.51987075805664,0.0
1558657364.884883,52.34173536300659,0.0
1558657364.925477,51.81018114089966,0.0
1558657364.965654,52.70155668258667,0.0
1558657365.006634,53.507065773010254,0.0
1558657365.047711,53.11453342437744,0.0
1558657365.088707,53.302621841430664,0.0
1558657365.130044,53.96910905838013,0.0
1558657365.170836,49.15241003036499,0.0
1558657365.211618,55.15488386154175,0.0
1558657365.252272,55.48199415206909,0.0
1558657365.293073,55.75186014175415,0.0
1558657365.334202,56.73319101333618,0.0
1558657365.375085,57.264745235443115,0.0
1558657365.416133,58.017098903656006,0.0
1558657365.457828,58.70403051376343,0.0
1558657365.499053,59.20287370681763,0.0
1558657365.540663,60.1637601852417,0.0
1558657365.581768,60.76482534408569,0.0
1558657365.622827,61.018335819244385,0.0
1558657365.663979,62.204110622406006,0.0
1558657365.705238,62.58028745651245,0.0
1558657365.746973,63.12819719314575,0.0
1558657365.788549,63.8519287109375,0.0
1558657365.830087,63.680195808410645,0.0
1558657365.871816,64.05637264251709,0.0
1558657365.913158,64.72285985946655,0.0
1558657365.954321,64.9477481842041,0.0
1558657365.995998,65.20534753799438,0.0
1558657366.037829,65.68374633789062,0.0
1558657366.079557,65.76961278915405,0.0
1558657366.129032,66.23574495315552,0.0
1558657366.170969,67.26205348968506,0.0
1558657366.212481,67.39698648452759,0.0
1558657366.254001,68.43147277832031,0.0
1558657366.295521,68.54596138000488,0.0
1558657366.337498,69.74809169769287,0.0
1558657366.379618,70.62311172485352,0.0
1558657366.421366,71.06879949569702,0.0
1558657366.463166,71.68622016906738,0.0
1558657366.505026,72.56124019622803,0.0
1558657366.547032,73.5752820968628,0.0
1558657366.589402,74.05368089675903,0.0
1558657366.631219,74.24176931381226,0.0
1558657366.673175,75.44389963150024,0.0
1558657366.715364,75.80372095108032,0.0
1558657366.757528,76.40478610992432,0.0
1558657366.800004,76.95269584655762,0.0
1558657366.841872,76.78096294403076,0.0
1558657366.884116,76.93634033203125,0.0
1558657366.926902,77.92993783950806,0.0
1558657366.968625,79.11571264266968,0.0
1558657367.010881,79.76175546646118,0.0
1558657367.053082,80.33010959625244,0.0
1558657367.095362,80.77579736709595,0.0
1558657367.137907,81.96157217025757,0.0
1558657367.180599,82.69757032394409,0.0
1558657367.222971,83.89970064163208,0.0
1558657367.265397,83.96512269973755,0.0
1558657367.308049,85.44120788574219,0.0
1558657367.350962,90.03710746765137,0.0
1558657367.393533,87.27302551269531,0.0
1558657367.436187,88.3729338645935,0.0
1558657367.479699,89.17844295501709,0.0
1558657367.52254,89.62821960449219,0.0
1558657367.565398,90.18839597702026,0.0
1558657367.60854,91.15337133407593,0.0
1558657367.650108,91.513192653656,0.0
1558657367.693091,91.87301397323608,0.0
1558657367.736112,91.99159145355225,0.0
1558657367.77988,92.8134560585022,0.0
1558657367.822936,93.56989860534668,0.0
1558657367.865898,93.8111424446106,0.0
1558657367.909479,92.74803400039673,0.0
1558657367.952719,94.70251798629761,0.0
1558657367.995886,95.78198194503784,0.0
1558657368.039791,98.86908531188965,0.0
1558657368.083183,98.88952970504761,0.0
1558657368.127086,100.87672472000122,0.0
1558657368.171144,111.23794317245483,0.0
1558657368.214796,102.62676477432251,0.0
1558657368.259865,126.84110403060913,0.0
1558657368.303373,102.24649906158447,0.0
1558657368.347851,107.18586444854736,0.0
1558657368.392415,121.33747339248657,0.0
1558657368.436108,103.39547395706177,0.0
1558657368.480152,102.65947580337524,0.0
1558657368.524169,108.33483934402466,0.0
1558657368.568512,109.40203666687012,0.0
1558657368.61425,122.17569351196289,0.0
1558657368.658139,103.99653911590576,0.0
1558657368.701767,97.97770977020264,0.0
1558657368.744806,92.57630109786987,0.0
1558657368.788777,106.84239864349365,0.0
1558657368.832709,103.15831899642944,0.0
1558657368.875882,97.92864322662354,0.0
1558657368.920165,105.45217990875244,0.0
1558657368.964169,113.75669240951538,0.0
1558657369.008305,107.37804174423218,0.0
1558657369.052197,109.19350385665894,0.0
1558657369.096918,113.91206979751587,0.0
1558657369.139705,110.24025678634644,0.0
1558657369.183727,107.40666389465332,0.0
1558657369.227883,104.875648021698,0.0
1558657369.271698,106.20862245559692,0.0
