time,sensor1,sensor2
1558657550.300739,15.280139446258545,0.0
1558657550.337634,15.435516834259033,0.0
1558657550.373953,15.897560119628906,0.0
1558657550.410514,15.709471702575684,0.0
1558657550.447516,15.881204605102539,0.0
1558657550.48403,16.06929302215576,0.0
1558657550.520148,15.913915634155273,0.0
1558657550.556729,16.036581993103027,0.0
1558657550.592125,16.35960340499878,0.0
1558657550.628261,16.461825370788574,0.0
1558657550.664436,16.911602020263672,0.0
1558657550.69994,16.686713695526123,0.0
1558657550.736821,16.756224632263184,0.0
1558657550.771562,17.13240146636963,0.0
1558657550.80785,17.443156242370605,0.0
1558657550.843214,17.304134368896484,0.0
1558657550.878789,17.47586727142334,0.0
1558657550.914125,17.492222785949707,0.0
1558657550.949678,17.4963116645813,0.0
1558657550.985365,17.921555042266846,0.0
1558657551.020303,18.060576915740967,0.0
1558657551.056688,18.281376361846924,0.0
1558657551.092631,18.265020847320557,0.0
1558657551.129825,18.232309818267822,0.0
1558657551.166773,18.45310926437378,0.0
1558657551.203654,17.90519952774048,0.0
1558657551.241696,18.694353103637695,0.0
1558657551.279971,18.24866533279419,0.0
1558657551.31734,18.350887298583984,0.0
1558657551.354427,18.469464778900146,0.0
1558657551.391802,18.624842166900635,0.0
1558657551.429419,18.350887298583984,0.0
1558657551.466999,19.84332799911499,0.0
1558657551.505181,19.757461547851562,0.0
1558657551.542604,19.258618354797363,0.0
1558657551.579958,19.77381706237793,0.0
1558657551.618063,19.892394542694092,0.0
1558657551.654623,19.720661640167236,0.0
1558657551.692943,20.149993896484375,0.0
1558657551.730289,19.91283893585205,0.0
1558657551.769004,21.180391311645508,0.0
1558657551.806901,20.513904094696045,0.0
1558657551.845043,21.008658409118652,0.0
1558657551.882611,21.405279636383057,0.0
1558657551.920087,21.50341272354126,0.0
1558657551.958707,21.79781198501587,0.0
1558657551.997697,22.227144241333008,0.0
1558657552.03524,22.586965560913086,0.0
1558657552.073703,22.725987434387207,0.0
1558657552.111364,22.999942302703857,0.0
1558657552.150074,23.241186141967773,0.0
1558657552.188877,23.89131784439087,0.0
1558657552.230268,23.73594045639038,0.0
1558657552.274105,24.799048900604248,0.0
1558657552.313102,24.799048900604248,0.0
1558657552.352775,25.383758544921875,0.0
1558657552.391765,25.14251470565796,0.0
1558657552.43087,20.031416416168213,0.0
1558657552.470248,25.776290893554688,0.0
1558657552.509835,26.446866989135742,0.0
1558657552.549452,26.32420063018799,0.0
1558657552.589114,27.096998691558838,0.0
1558657552.628684,27.505886554718018,0.0
1558657552.668391,27.85344123840332,0.0
1558657552.708171,27.78393030166626,0.0
1558657552.74779,28.225529193878174,0.0
1558657552.787375,28.503572940826416,0.0
1558657552.826932,29.088282585144043,0.0
1558657552.866222,29.668903350830078,0.0
1558657552.905831,29.910147190093994,0.0
1558657552.945434,31.181788444519043,0.0
1558657552.984423,31.075477600097656,0.0
1558657553.024136,31.623387336730957,0.0
1558657553.063602,32.08543062210083,0.0
1558657553.103838,32.82142877578735,0.0
1558657553.143249,33.851826190948486,0.0
1558657553.182764,33.86818170547485,0.0
1558657553.222501,34.52240228652954,0.0
1558657553.263094,34.67777967453003,0.0
1558657553.302805,36.04755401611328,0.0
1558657553.342539,36.42781972885132,0.0
1558657553.382337,37.3355507850647,0.0
1558657553.422015,37.67901659011841,0.0
1558657553.461881,38.124704360961914,0.0
1558657553.501834,38.86070251464844,0.0
1558657553.541677,39.80523347854614,0.0
1558657553.581531,39.944255352020264,0.0
1558657553.621523,40.59438705444336,0.0
1558657553.661481,41.24860763549805,0.0
1558657553.701547,41.79651737213135,0.0
1558657553.741775,41.69429540634155,0.0
1558657553.781882,43.39118003845215,0.0
1558657553.821954,42.85553693771362,0.0
1558657553.86201,44.02495622634888,0.0
1558657553.902251,43.92273426055908,0.0
1558657553.942423,44.94904279708862,0.0
1558657553.982715,45.48468589782715,0.0
1558657554.022905,46.048951148986816,0.0
1558657554.063004,46.3065505027771,0.0
1558657554.103624,46.91988229751587,0.0
1558657554.144012,47.28379249572754,0.0
1558657554.184298,47.26743698120117,0.0
1558657554.224769,47.28379249572754,0.0
1558657554.26507,47.36965894699097,0.0
1558657554.305508,47.729480266571045,0.0
1558657554.345807,48.9970326423645,0.0
1558657554.386773,49.13605451583862,0.0
1558657554.427649,49.51223134994507,0.0
1558657554.468512,50.48947334289551,0.0
1558657554.509538,51.10689401626587,0.0
1558657554.550652,51.53622627258301,0.0
1558657554.591234,52.22315788269043,0.0
1558657554.631844,53.31897735595703,0.0
1558657554.672498,53.96910905838013,0.0
1558657554.713183,54.70919609069824,0.0
1558657554.753965,54.98315095901489,0.0
1558657554.794851,56.18119239807129,0.0
1558657554.835606,55.99719285964966,0.0
1558657554.87683,56.66368007659912,0.0
1558657554.918057,57.056212425231934,0.0
1558657554.959456,58.515942096710205,0.0
1558657555.000078,58.68767499923706,0.0
1558657555.04089,59.40731763839722,0.0
1558657555.082165,60.28233766555786,0.0
1558657555.123251,60.110604763031006,0.0
1558657555.164319,60.674870014190674,0.0
1558657555.205568,61.39860153198242,0.0
1558657555.24575,61.586689949035645,0.0
1558657555.287403,62.682509422302246,0.0
1558657555.328944,63.729262351989746,0.0
1558657555.370659,63.590240478515625,0.0
1558657555.411996,64.19130563735962,0.0
1558657555.453492,64.22810554504395,0.0
1558657555.494904,65.23805856704712,0.0
1558657555.536477,64.86188173294067,0.0
1558657555.578141,65.01725912094116,0.0
1558657555.620129,66.5955662727356,0.0
1558657555.661599,65.95770120620728,0.0
1558657555.702953,66.50561094284058,0.0
1558657555.744465,66.90223217010498,0.0
1558657555.785986,67.0903205871582,0.0
1558657555.828251,68.0880069732666,0.0
1558657555.870552,68.58276128768921,0.0
1558657555.912184,68.56640577316284,0.0
1558657555.953768,69.30240392684937,0.0
1558657555.99528,68.80356073379517,0.0
1558657556.03714,69.9361801147461,0.0
1558657556.078988,70.12835741043091,0.0
1558657556.120965,66.37067794799805,0.0
1558657556.1625,71.17102146148682,0.0
1558657556.204405,71.60444259643555,0.0
1558657556.246717,72.28728532791138,0.0
1558657556.2888,72.54488468170166,0.0
1558657556.330929,76.48656368255615,0.0
1558657556.372757,73.50168228149414,0.0
1558657556.414606,74.25812482833862,0.0
1558657556.456746,74.75696802139282,0.0
1558657556.498798,75.44389963150024,0.0
1558657556.54119,76.02860927581787,0.0
1558657556.583155,77.14078426361084,0.0
1558657556.625273,77.77456045150757,0.0
1558657556.667695,78.42878103256226,0.0
1558657556.710266,80.38326501846313,0.0
1558657556.750879,74.41350221633911,0.0
1558657556.793172,80.93117475509644,0.0
1558657556.835576,81.83890581130981,0.0
1558657556.878363,82.57899284362793,0.0
1558657556.920944,82.78343677520752,0.0
1558657556.963309,84.03463363647461,0.0
1558657557.004599,83.83018970489502,0.0
1558657557.047285,85.8868956565857,0.0
1558657557.090058,86.81098222732544,0.0
1558657557.133052,87.2771143913269,0.0
1558657557.17569,86.19765043258667,0.0
1558657557.218792,87.80866861343384,0.0
1558657557.261526,88.14804553985596,0.0
1558657557.304245,89.26430940628052,0.0
1558657557.34727,89.05986547470093,0.0
1558657557.392196,90.25790691375732,0.0
1558657557.435232,91.18608236312866,0.0
1558657557.478356,90.75675010681152,0.0
1558657557.521507,91.68492555618286,0.0
1558657557.564435,92.64581203460693,0.0
1558657557.607652,92.23283529281616,0.0
1558657557.65076,89.55461978912354,0.0
1558657557.693763,93.05469989776611,0.0
1558657557.737332,93.2100772857666,0.0
1558657557.780601,94.08509731292725,0.0
1558657557.823652,94.41220760345459,0.0
1558657557.867118,95.50802707672119,0.0
1558657557.910656,96.77966833114624,0.0
1558657557.953978,96.91460132598877,0.0
1558657557.997557,98.14944267272949,0.0
1558657558.040901,98.5419750213623,0.0
1558657558.084022,98.5460638999939,0.0
1558657558.127928,98.86908531188965,0.0
1558657558.171226,98.45610857009888,0.0
1558657558.214507,100.1407265663147,0.0
1558657558.256211,100.7377028465271,0.0
